,art_title,what_is_known,what_is_added,implications,publication_date
109,"Emergency Department Visits for COVID-19 by Race and Ethnicity ‚Äî 13 States, October‚ÄìDecember 2020","Hispanic, American Indian or Alaska Native, and Black persons have higher rates of hospitalization and death attributable to COVID-19 than do White persons.","Data from 13 states indicate that compared with White persons, Hispanic and American Indian or Alaska Native persons experienced 1.7 times the rate, and Black persons experienced 1.4 times the rate of emergency department care visits for COVID-19 during October‚ÄìDecember 2020.","Emergency department COVID-19 visit data can provide insight into ongoing areas of racial/ethnic inequity in health status and disease outcomes and can be used to prioritize prevention resources, including COVID-19  vaccination, to reach disproportionately affected groups.",16-Apr-21
110,"Notes from the Field: Update on Excess Deaths Associated with the COVID-19 Pandemic ‚Äî United States, January 26, 2020‚ÄìFebruary 27, 2021",NA,NA,NA,16-Apr-21
111,"COVID-19 Stats: COVID-19* and Influenza‚Ä† Discharge Diagnoses as a Percentage of Emergency Department (ED) Visits,¬ß by Year ‚Äî United States, June 2018‚ÄìMarch 2021",NA,NA,NA,16-Apr-21
112,"COVID-19 Incidence and Mortality Among American Indian/Alaska Native and White Persons ‚Äî Montana, March 13‚ÄìNovember 30, 2020",Aggregate analyses of data from selected U.S. states indicate that COVID-19 incidence and mortality are higher among American Indian or Alaska Native (AI/AN) persons than they are among White persons.,"COVID-19 incidence and mortality rates among AI/AN persons in Montana were 2.2 and 3.8 times, respectively, those among White persons. The case-fatality rate among AI/AN persons was 1.7 times that among White persons.",These findings reinforce importance of using state-level surveillance to develop state and tribal COVID-19 vaccine allocation strategies and to inform local implementation of culturally appropriate public health measures that might help reduce COVID-19 incidence and mortality in AI/AN communities.,9-Apr-21
113,"Use of Stay-at-Home Orders and Mask Mandates to Control COVID-19 Transmission ‚Äî Blackfeet Tribal Reservation, Montana, June‚ÄìDecember 2020","Community mitigation measures (e.g., stay-at-home orders and mask use), coupled with case investigation and contact tracing with immediate isolation or quarantine, are primary approaches to preventing and controlling community SARS-CoV-2 transmission.","In the Blackfeet Tribal Reservation, enforcement of stay-at-home orders and mandated use of face coverings in public, with potential fines and jail for noncompliance, were associated with a thirty-three-fold reduction in COVID-19 incidence from its peak of 6.40 cases per 1,000 residents per day on October 5 to 0.19 on November 7, 2020.","Enforcement of stay-at-home orders and mask use mandates, coupled with robust public health investigations, have been shown to reduce COVID-19 incidence.",9-Apr-21
114,"Provisional Mortality Data ‚Äî United States, 2020","The COVID-19 pandemic caused approximately 375,000 deaths in the United States during 2020.","The age-adjusted death rate increased by 15.9% in 2020. Overall death rates were highest among non-Hispanic Black persons and non-Hispanic American Indian or Alaska Native persons. COVID-19 was the third leading cause of death, and the COVID-19 death rate was highest among start highlightnon-Hispanic American Indian or Alaska Native personsend highlight.",Provisional death estimates provide an early indication of shifts in mortality trends. Timely and actionable data can guide public health policies and interventions for populations experiencing higher numbers of deaths that are directly or indirectly associated with the COVID-19 pandemic.,9-Apr-21
115,"Death Certificate‚ÄìBased ICD-10 Diagnosis Codes for COVID-19 Mortality Surveillance ‚Äî United States, January‚ÄìDecember 2020","During 2020, approximately 375,000 U.S. deaths were attributed to COVID-19.","Among 378,048 death certificates from 2020 listing COVID-19, 5.5% listed COVID-19 without codes for any other conditions. Among 357,133 death certificates with at least one other condition, 97% had a co-occurring diagnosis of a plausible chain-of-event condition (e.g., pneumonia or respiratory failure), or a significant contributing condition (e.g., hypertension or diabetes), or both.",These findings support the accuracy of COVID-19 mortality surveillance in the United States using official death certificates. High-quality documentation of death certificate diagnoses is essential for an authoritative public record.,9-Apr-21
116,"Community Transmission of SARS-CoV-2 Associated with a Local Bar Opening Event ‚Äî Illinois, February 2021",Gatherings in settings where mask wearing and physical distancing do not occur are known to increase the spread of COVID-19.,"Forty-six cases of COVID-19 were linked to an indoor bar opening event that occurred during February 2021 in a rural Illinois county. Event patrons were linked to secondary cases among household, long-term care facility, and school contacts, resulting in one hospitalization and one school closure affecting 650 students.","Opening up settings such as bars, where mask wearing and physical distancing are challenging, can affect the community. As community businesses reopen, prevention measures should be emphasized, including limiting building occupancy, improving ventilation, prioritizing outdoor seating, enforcing correct mask wearing and physical distancing, staying home when ill, and encouraging COVID-19 vaccination to reduce transmission on site and within the community.",9-Apr-21
117,"Notes from the Field: COVID-19 Case Investigation and Contact Tracing Program ‚Äî Spirit Lake Tribe, North Dakota, September‚ÄìNovember 2020",NA,NA,NA,9-Apr-21
118,"COVID-19 Stats: College and University* COVID-19 Student Testing Protocols,‚Ä† by Mode of Instruction¬ß (N = 1,849) ‚Äî United States, Spring 2021¬?",NA,NA,NA,9-Apr-21
119,"Community-Associated Outbreak of COVID-19 in a Correctional Facility ‚Äî Utah, September 2020‚ÄìJanuary 2021",SARS-CoV-2 transmission is common in congregate settings including correctional and detention facilities.,"Incarcerated persons in a Utah correctional facility were likely exposed to SARS-COV-2 by community-associated sources of introduction, including a visiting dental health care provider. An outbreak in the facility was first detected in the residential block where two residents received treatment; the outbreak spread rapidly, eventually affecting 1,368 (52%) of 2,632 residents (with 31 hospitalizations and 12 deaths) and an estimated 88 (16%) of 550 staff members.",Quarantining and monitoring potentially exposed persons are important in preventing the introduction and spread of SARS-CoV-2 infection in correctional facilities and other congregate settings. Vaccination of incarcerated persons might help prevent or limit the spread of infection in these facilities.,2-Apr-21
120,"Willingness to Receive a COVID-19 Vaccination Among Incarcerated or Detained Persons in Correctional and Detention Facilities ‚Äî Four States, September‚ÄìDecember 2020",Persons living in correctional or detention facilities are at increased risk for COVID-19. Certain jurisdictions have prioritized COVID-19 vaccination of incarcerated or detained persons.,"Among incarcerated or detained participants at correctional and detention facilities in four states who were surveyed before authorization of COVID-19 vaccines for emergency use, 45% were willing to be vaccinated. Willingness to be vaccinated was lower among participants who were younger, identified as Black/African American, and lived in jails.",COVID-19 outbreaks among incarcerated or detained persons can exacerbate inequities in COVID-19 outcomes and contribute to community transmission. Interventions are needed to improve vaccine confidence among incarcerated or detained persons.,2-Apr-21
121,"Rapid Spread of SARS-CoV-2 in a State Prison After Introduction by Newly Transferred Incarcerated Persons ‚Äî Wisconsin, August 14‚ÄìOctober 22, 2020",SARS-CoV-2 can spread rapidly in prisons and can be introduced by staff members and newly transferred persons.,"After early detection of SARS-CoV-2 in six newly transferred persons during intake quarantine in a Wisconsin prison, 79.4% of incarcerated persons and 22.6% of staff members contracted SARS-CoV-2 during August 14‚ÄìOctober 22, 2020. Whole genome sequencing from 172 incarcerated persons with COVID-19 determined that all specimens clustered in the same lineage.","Insufficient quarantine after intake can lead to rapid, widespread SARS-CoV-2 transmission, even after early detection of initial cases. Understanding and addressing the challenges faced by correctional facilities to implement medical isolation and quarantine can help reduce and prevent outbreaks.",2-Apr-21
